playerClass,cost,flavor,rarity,set,collectible,playRequirements/REQ_TARGET_TO_PLAY,id,text,artist,howToEarnGolden,type,name,howToEarn,dust/0,dust/1,dust/2,dust/3,attack,race,health,mechanics/0,playRequirements/REQ_MINION_TARGET,spellDamage,mechanics/1,faction,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/0,entourage/1,entourage/2,entourage/3,entourage/4,entourage/5,entourage/6,targetingArrowText,textInPlay,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_ENEMY_TARGET,durability,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_MUST_TARGET_TAUNTER,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,playRequirements/REQ_HERO_TARGET,entourage/7,playRequirements/REQ_LEGENDARY_TARGET,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
PALADIN,5,This card causes double the trouble AND double the fun.,RARE,EXPERT1,true,0,EX1_355,Double a minion's Attack.,Tyler Walpole,,SPELL,Blessed Champion,,100,800,20,100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARRIOR,3,"""King's Attacker"" is a shield.  Funny, huh?",RARE,TGT,true,,AT_065,"<b>Battlecry</b>: If you have a minion with <b>Taunt</b>,  gain +1 Durability.",Michael Franchina,,WEAPON,King's Defender,,100,800,20,100,3,,,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
PALADIN,3,The Aldor hate two things: the Scryers and smooth jazz.,RARE,EXPERT1,true,,EX1_382,<b>Battlecry:</b> Change an enemy minion's Attack to 1.,Dany Orizio,,MINION,Aldor Peacekeeper,,100,800,20,100,3,,3,BATTLECRY,0,,,,,,,,,,,,,Change Attack to 1.,,,,,0,,,,0,,,,,,,,,,,,,,,,
,5,"No Pain, No Gain.",COMMON,CORE,true,,EX1_399,"Whenever this minion takes damage, gain +3 Attack.",Alex Horley Orlandelli,Unlocked at Warlock Level 57.,MINION,Gurubashi Berserker,,,,,,2,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,4,These guys just show up and start Keeping your Groves without even asking.,RARE,EXPERT1,true,,EX1_166,<b>Choose One</b> - Deal 2 damage; or <b>Silence</b> a minion.,Gabor Szikszai,,MINION,Keeper of the Grove,,100,800,20,100,2,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,It takes a lot to wind him up.,COMMON,TGT,true,,AT_096,<b>Battlecry:</b> Give a friendly Mech +1/+1.,Skan Srisuwan,,MINION,Clockwork Knight,,40,400,5,50,5,MECHANICAL,5,BATTLECRY,0,,,,,,,,,,,,,Give +1/+1.,,,0,,0,,17,,,,,,,,,,,,,,,,,,
MAGE,5,"Dragons breathe fire, sure, but did you know they can also breathe Cotton Candy?  It's harder to give them a reason to do that, though.",COMMON,BRM,true,0,BRM_003,Deal 4 damage. Costs (1) less for each minion that died this turn.,Mauricio Herrera,Can be crafted after completing the Mage Class Challenge in Blackrock Mountain.,SPELL,Dragon's Breath,Unlocked by completing the Mage Class Challenge in Blackrock Mountain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,1,The best part of buccaneering is the pants.,COMMON,TGT,true,,AT_029,"Whenever you equip a weapon, give it +1 Attack.",Matt Dixon,,MINION,Buccaneer,,40,400,5,50,2,PIRATE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,1,Prince Malchezaar was a collector of rare weapons. He'd animate them and have them dance for him.,FREE,CORE,true,,CS2_091,,Glenn Rane,Unlocked at Level 36.,WEAPON,Light's Justice,Unlocked at Level 1.,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
ROGUE,2,"Everyone has a price. Gnomes, for example, can be persuaded by stuffed animals and small amounts of chocolate.",COMMON,EXPERT1,true,0,EX1_126,Force an enemy minion to deal its damage to the minions next to it.,Lucas Graciano,,SPELL,Betrayal,,40,400,5,50,,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
ROGUE,3,"He led the Stonemasons in the reconstruction of Stormwind, and when the nobles refused to pay, he founded the Defias Brotherhood to, well, <i>deconstruct</i> Stormwind.",LEGENDARY,EXPERT1,true,,EX1_613,<b>Combo:</b> Gain +2/+2 for each card played earlier this turn.,Efrem Palacios,,MINION,Edwin VanCleef,,1600,3200,400,1600,2,,2,COMBO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Not a good basis for a system of government.,COMMON,TGT,true,,AT_085,Your Hero Power costs (1).,Froilan Gardner,,MINION,Maiden of the Lake,,40,400,5,50,2,,6,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,Harpies are not pleasant sounding.  That's the nicest I can put it.,COMMON,EXPERT1,true,,EX1_033,<b>Windfury</b>,Luke Mancini,,MINION,Windfury Harpy,,40,400,5,50,4,,5,WINDFURY,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,He's legitimately surprised every time he turns himself into a chicken.,RARE,GVG,true,,GVG_092,"<b>Battlecry:</b> Draw a card. If it's a minion, transform it into a Chicken.",Jesper Ejsing,,MINION,Gnomish Experimenter,,100,800,20,100,3,,2,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,He got his name when he gave Blackwing some comic books and rock & roll records.,COMMON,BRM,true,,BRM_034,"<b>Battlecry</b>: If you're holding a Dragon, deal 3 damage.",Greg Staples,Can be crafted after defeating Maloriak in the Hidden Laboratory.,MINION,Blackwing Corruptor,Unlocked by defeating Maloriak in the Hidden Laboratory.,,,,,5,,4,BATTLECRY,,,,,,,,,,,,,,Deal 3 damage.,,,,,,,,,,,,,,,,,,,0,,,,,,
,3,"Goes by ""MC ElfyElf"".",EPIC,TGT,true,,AT_117,"<b>Battlecry:</b> If you have a minion with <b>Spell Damage</b>, gain +2/+2.",Jesper Ejsing,,MINION,Master of Ceremonies,,400,1600,100,400,4,,2,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,3,"Hopes to be promoted to ""Shadowfriend"" someday.",EPIC,TGT,true,,AT_014,"Whenever you draw a card, reduce its Cost by (1).",Warren Mahy,,MINION,Shadowfiend,,400,1600,100,400,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,He's almost been right so many times. He was <i>sure</i> it was coming during the Cataclysm.,EPIC,EXPERT1,true,,NEW1_021,"At the start of your turn, destroy ALL minions.",Alex Horley Orlandelli,,MINION,Doomsayer,,400,1600,100,400,0,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,2,What happens when you glue a buncha totems together.,COMMON,TGT,true,,AT_052,<b>Overload: (1)</b>,Steve Prescott,,MINION,Totem Golem,,40,400,5,50,3,TOTEM,4,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
WARLOCK,9,"Mal'Ganis doesn't like being betrayed, so if you discard him, watch out.",LEGENDARY,GVG,true,,GVG_021,"Your other Demons have +2/+2.
Your hero is <b>Immune</b>.",Wayne Reynolds,,MINION,Mal'Ganis,,1600,3200,400,1600,9,DEMON,7,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Don't bother asking her out on a date.  She'll shoot you down.,COMMON,CORE,true,,CS2_189,<b>Battlecry:</b> Deal 1 damage.,Steve Prescott,Unlocked at Druid Level 57.,MINION,Elven Archer,,,,,,1,,1,BATTLECRY,,,,HORDE,,,,,,,,,,Deal 1 damage.,,,,0,0,,,,,,,,,,,,,,,,,,,,
,5,The Stormpike Commandos are demolition experts.  They also bake a mean cupcake.,COMMON,CORE,true,,CS2_150,<b>Battlecry:</b> Deal 2 damage.,Kev Walker,Unlocked at Paladin Level 51.,MINION,Stormpike Commando,,,,,,4,,2,BATTLECRY,,,,ALLIANCE,,,,,,,,,,Deal 2 damage.,,,,0,0,,,,,,,,,,,,,,,,,,,,
,6,"Cairne was killed by Garrosh, so... don't put this guy in a Warrior deck.  It's pretty insensitive.",LEGENDARY,EXPERT1,true,,EX1_110,<b>Deathrattle:</b> Summon a 4/5 Baine Bloodhoof.,Wayne Reynolds,,MINION,Cairne Bloodhoof,,1600,3200,400,1600,4,,5,DEATHRATTLE,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,"He's recently recovered from being a ""scurvy dog.""",COMMON,GVG,true,,GVG_070,,Alex Horley Orlandelli,,MINION,Salty Dog,,40,400,5,50,7,PIRATE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,Hey!  Let me try that...,EPIC,TGT,true,,AT_098,<b>Battlecry:</b> Copy your opponent's Hero Power.,Wayne Reynolds,,MINION,Sideshow Spelleater,,400,1600,100,400,6,,5,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,2,He chooses to believe what he is programmed to believe!,COMMON,GVG,true,,GVG_058,<b>Divine Shield</b>,Raymond Swanland,,MINION,Shielded Minibot,,40,400,5,50,2,MECHANICAL,2,DIVINE_SHIELD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DRUID,9,"Yes, he's a demigod. No, he doesn't need to wear a shirt.",LEGENDARY,EXPERT1,true,,EX1_573,<b>Choose One</b> - Give your other minions +2/+2; or Summon two 2/2 Treants with <b>Taunt</b>.,Alex Horley Orlandelli,,MINION,Cenarius,,1600,3200,400,1600,5,,8,,,,,,,,,,,,,,,,Demigod,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,4,"Consecrated ground glows with Holy energy.  But it smells a little, too.",COMMON,CORE,true,,CS2_093,Deal 2 damage to all enemies.,Vance Kovacs,Unlocked at Level 43.,SPELL,Consecration,Unlocked at Level 4.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,2,This spell is much better than Arcane Implosion.,FREE,CORE,true,,CS2_025,Deal 1 damage to all enemy minions.,Howard Lyon,Unlocked at Level 28.,SPELL,Arcane Explosion,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"They come out at night to eat leftover mana crystals. ""Mmmmmm,"" they say.",RARE,EXPERT1,true,,EX1_616,ALL minions cost (1) more.,Luca Zontini,,MINION,Mana Wraith,,100,800,20,100,2,,2,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,2,"The hardest part about doing a ""Feign Death"" convincingly is learning how to make the right smell. It takes a lot of commitment.",EPIC,GVG,true,,GVG_026,Trigger all <b>Deathrattles</b> on your minions.,Luca Zontini,,SPELL,Feign Death,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"If an Amani berserker asks ""Joo lookin' at me?!"", the correct response is ""Nah, mon"".",COMMON,EXPERT1,true,,EX1_393,<b>Enrage:</b> +3 Attack,Chippy,,MINION,Amani Berserker,,40,400,5,50,2,,3,ENRAGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,3,pow POW pow,RARE,TGT,true,0,AT_056,Deal 2 damage to a minion and the minions next to it.,Jonboy Meyers,,SPELL,Powershot,,100,800,20,100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,7,Holy beings from the beyond are so cliché!,COMMON,CORE,true,,CS2_088,<b>Battlecry:</b> Restore 6 Health to your hero.,E.M. Gist,Unlocked at Level 47.,MINION,Guardian of Kings,Unlocked at Level 8.,,,,,5,,6,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,Hungry Hungry Dragon is NOT a fun game.,COMMON,BRM,true,,BRM_026,<b>Battlecry:</b> Summon a random 1-Cost minion for your opponent.,John Polidora,Can be crafted after defeating Chromaggus in Blackwing Lair.,MINION,Hungry Dragon,Unlocked by defeating Chromaggus in Blackwing Lair.,,,,,5,DRAGON,6,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,3,"If you Hex a Murloc... it really isn't much of a change, is it?",FREE,CORE,true,0,EX1_246,Transform a minion into a 0/1 Frog with <b>Taunt</b>.,Steve Hui,Unlocked at Level 47.,SPELL,Hex,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,Mogor helped reopen the Dark Portal once. You know you're in trouble when you have to rely on an ogre.,LEGENDARY,GVG,true,,GVG_112,All minions have a 50% chance to attack the wrong enemy.,Michal Ivan,,MINION,Mogor the Ogre,,1600,3200,400,1600,7,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"""Shhh, I think I hear something.""
""Ah, it's probably nothing."" - Every Henchman",COMMON,GVG,true,,GVG_081,<b>Stealth</b>,Seamus Gallagher,,MINION,Gilblin Stalker,,40,400,5,50,2,,3,STEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,Meets monthly with the gladiators to discuss career goals.,RARE,TGT,true,,AT_110,<b>Inspire:</b> Return this minion to your hand.,Dan Scott,,MINION,Coliseum Manager,,100,800,20,100,2,,5,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,6,"We like to call him ""Wesley"".",RARE,TGT,true,,AT_023,<b>Inspire:</b> Destroy a random minion for each player.,Skan Srisuwan,,MINION,Void Crusher,,100,800,20,100,5,DEMON,4,INSPIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Murloc.  It's what's for dinner.,EPIC,EXPERT1,true,,NEW1_017,<b>Battlecry:</b> Destroy a Murloc and gain +2/+2.,Jaemin Kim,,MINION,Hungry Crab,,400,1600,100,400,1,BEAST,2,BATTLECRY,,,,,,,,,,,,,,,,,,,0,,14,,,,,,,,,,,,,,,,,,
MAGE,1,"These wyrms feed on arcane energies, and while they are generally considered a nuisance rather than a real threat, you really shouldn't leave them alone with a bucket of mana.",COMMON,EXPERT1,true,,NEW1_012,"Whenever you cast a spell, gain +1 Attack.",Blizzard Cinematics,,MINION,Mana Wyrm,,40,400,5,50,1,,3,,,,,,,,,,,,,,,,Gorging,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,3,This is Rank 1.  Rank 2 is Chocolate Milk Barrier.,COMMON,EXPERT1,true,,EX1_289,"<b>Secret:</b> When your hero is attacked, gain 8 Armor.",Alex Garner,,SPELL,Ice Barrier,,40,400,5,50,,,,SECRET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,She doesn’t ACTUALLY walk on the Sun.  It's just a name.  Don’t worry!,RARE,EXPERT1,true,,EX1_032,"<b>Taunt</b>
<b>Divine Shield</b>",Andrea Uderzo,,MINION,Sunwalker,,100,800,20,100,4,,5,DIVINE_SHIELD,,,TAUNT,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,12,His mother said that he was just big boned.,EPIC,EXPERT1,true,,EX1_105,Costs (1) less for each other card in your hand.,Samwise,,MINION,Mountain Giant,,400,1600,100,400,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,4,You can only pick it up if you are worthy.,EPIC,TGT,true,,AT_050,<b>Deathrattle:</b> Your Hero Power becomes 'Deal 2 damage.',Peet Cooper,,WEAPON,Charged Hammer,,400,1600,100,400,2,,,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
,6,"Bolf keeps coming in 2nd at the Grand Tournament.  It might be his year this year, if Lebron doesn't enter.",LEGENDARY,TGT,true,,AT_124,"Whenever your hero takes damage, this minion takes it instead.",Wayne Reynolds,,MINION,Bolf Ramshield,,1600,3200,400,1600,3,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,"The inventor of the Annoy-o-Tron was immediately expelled from Tinkerschool, Tinkertown, and was eventually exiled from the Eastern Kingdoms altogether.",COMMON,GVG,true,,GVG_085,"<b>Taunt</b>
<b>Divine Shield</b>",Matt Dixon,,MINION,Annoy-o-Tron,,40,400,5,50,1,MECHANICAL,2,DIVINE_SHIELD,,,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,"A result of magical experiments carried out by the Black Dragonflight, it's not his fault that he's a vicious killer.",EPIC,TGT,true,,AT_017,"<b>Battlecry:</b> If you're holding a Dragon, gain +1 Attack and <b>Taunt</b>.",Slawomir Maniak,,MINION,Twilight Guardian,,400,1600,100,400,2,DRAGON,6,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROGUE,0,"""Be Prepared"" - Rogue Motto",EPIC,EXPERT1,true,,EX1_145,The next spell you cast this turn costs (3) less.,Clint Langley,,SPELL,Preparation,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8,"Foe reaping is really not so different from harvest reaping, at the end of the day.",LEGENDARY,GVG,true,,GVG_113,Also damages the minions next to whomever he attacks.,James Ryman,,MINION,Foe Reaper 4000,,1600,3200,400,1600,6,MECHANICAL,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,4,"You can rationalize it all you want, it's still a mean thing to do.",RARE,EXPERT1,true,0,EX1_334,Gain control of an enemy minion with 3 or less Attack until end of turn.,Mark Gibbons,,SPELL,Shadow Madness,,100,800,20,100,,,,,0,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,3,,,,,,,
,4,Gormok has been giving impaling lessons in a small tent near the tournament grounds.  For only 25g you too could learn the fine art of impaling!,LEGENDARY,TGT,true,,AT_122,"<b>Battlecry:</b> If you have at least 4 other minions, deal 4 damage.",Nutthapon Petchthai,,MINION,Gormok the Impaler,,1600,3200,400,1600,4,,4,BATTLECRY,,,,,,,,,,,,,,Deal 4 damage.,,,,,,,,,,,,,,,,,,,,4,,,,,
PRIEST,0,"Reserved for enemy spellcasters, evil liches from beyond the grave, and karaoke nights at the Grim Guzzler.",COMMON,EXPERT1,true,0,EX1_332,<b>Silence</b> a minion.,Zoltan & Gabor,,SPELL,Silence,,40,400,5,50,,,,SILENCE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9,Alexstrasza the Life-Binder brings life and hope to everyone.  Except Deathwing.  And Malygos.  And Nekros.,LEGENDARY,EXPERT1,true,,EX1_561,<b>Battlecry:</b> Set a hero's remaining Health to 15.,Raymond Swanland,,MINION,Alexstrasza,,1600,3200,400,1600,8,DRAGON,8,BATTLECRY,,,,,,,,,,,,,,Set Health to 15.,,,,,0,,,,,,,,,,,,,,,,0,,,,
HUNTER,1,"The seething wrath is just beneath the surface.  Beneath that is wild abandon, followed by slight annoyance.",EPIC,EXPERT1,true,0,EX1_549,Give a friendly Beast +2 Attack and <b>Immune</b> this turn.,Alex Horley Orlandelli,,SPELL,Bestial Wrath,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,0,,,,20,,,,,,,,,,,,,,,,,,
,5,It's hard to make a living as a hunter in a world where beasts instantly reappear minutes after you kill them.,LEGENDARY,GVG,true,,GVG_120,<b>Battlecry:</b> Destroy a Beast.,Ralph Horsley,,MINION,Hemet Nesingwary,,1600,3200,400,1600,6,,3,BATTLECRY,,,,,,,,,,,,,,Destroy a Beast.,,,,,0,,20,,,,,,,,,,,,,,,,,,
,2,"He'll never admit it, but he pushes you hard because he really cares about you.",EPIC,TGT,true,,AT_080,You can use your Hero Power twice a turn.,Jesper Ejsing,,MINION,Garrison Commander,,400,1600,100,400,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,"If you hit an Eredar Lord with enough Wisps, it will explode.   But why?",COMMON,EXPERT1,true,,CS2_231,,Malcolm Davis,,MINION,Wisp,,40,400,5,50,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2,Weblords spend all day making giant trampoline parks.,COMMON,NAXX,true,,FP1_017,Minions with <b>Battlecry</b> cost (2) more.,Alex Horley Orlandelli,Can be crafted after defeating Grand Widow Faerlina in the Arachnid Quarter.,MINION,Nerub'ar Weblord,Unlocked by defeating Grand Widow Faerlina in the Arachnid Quarter.,,,,,1,,4,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6,"""ME HAVE GOOD STATS FOR THE COST""",FREE,CORE,true,,CS2_200,,Brian Despain,Unlocked at Warlock Level 51.,MINION,Boulderfist Ogre,,,,,,6,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3,He used to be a librarian.  Old habits die hard.,COMMON,TGT,true,,AT_095,"<b>Stealth</b>
<b>Divine Shield</b>",Esad Ribic,,MINION,Silent Knight,,40,400,5,50,2,,2,DIVINE_SHIELD,,,STEALTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHAMAN,2,Snap! This card! Pop!,COMMON,GVG,true,0,GVG_038,Deal 3-6 damage. <b>Overload:</b> (1),Warren Mahy,,SPELL,Crackle,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
,2,"If you hear someone yell, ""Cannonball!"" you're about to get wet. Or crushed.",COMMON,GVG,true,,GVG_075,"Whenever you summon a Pirate, deal 2 damage to a random enemy.",Warren Mahy,,MINION,Ship's Cannon,,40,400,5,50,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,These are the brainy murlocs.  It turns out that doesn’t mean much.,COMMON,CORE,true,,EX1_508,ALL other Murlocs have +1 Attack.,Phil Saunders,Unlocked at Warlock Level 53.,MINION,Grimscale Oracle,,,,,,1,MURLOC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,4,"Given the number of kings who have been assassinated, are you sure you want their blessing?",COMMON,CORE,true,0,CS2_092,Give a minion +4/+4. <i>(+4 Attack/+4 Health)</i>,Lucas Graciano,Unlocked at Level 49.,SPELL,Blessing of Kings,Unlocked at Level 10.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIEST,1,"Sure the extra protection is nice, but the shield really reduces visibility.",FREE,CORE,true,0,CS2_004,"Give a minion +2 Health.
Draw a card.",Jessica Jung,Unlocked at Level 47.,SPELL,Power Word: Shield,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,4,"""Void!  Here, void!  Here, buddy!""",COMMON,NAXX,true,,FP1_022,<b>Deathrattle:</b> Put a random Demon from your hand into the battlefield.,Robb Shoberg,Can be crafted after completing the Warlock Class Challenge in Naxxramas.,MINION,Voidcaller,Unlocked by completing the Warlock Class Challenge in Naxxramas.,,,,,3,DEMON,4,DEATHRATTLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5,What do Faerie Dragons and Spectral Knights have in common?  They both love pasta!,COMMON,NAXX,true,,FP1_008,Can't be targeted by spells or Hero Powers.,Chris Rahn,Can be crafted after defeating Gothik the Harvester in the Military Quarter.,MINION,Spectral Knight,Unlocked by defeating Gothik the Harvester in the Military Quarter.,,,,,4,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUNTER,2,Han shot first.,COMMON,BRM,true,0,BRM_013,"Deal 3 damage.
If your hand is empty, draw a card.",Jonboy Meyers,Can be crafted after completing the Hunter Class Challenge in Blackrock Mountain.,SPELL,Quick Shot,Unlocked by completing the Hunter Class Challenge in Blackrock Mountain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,3,It’s a Bolt.   Its made out of Shadow.   What more do you need to know!,FREE,CORE,true,0,CS2_057,Deal 4 damage to a minion.,Dave Allsop,Unlocked at Level 47.,SPELL,Shadow Bolt,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,2,"""No, no, no. I asked for a tiny JESTER of evil.""",RARE,TGT,true,,AT_021,"Whenever you discard a card, gain +1/+1.",Raymond Swanland,,MINION,Tiny Knight of Evil,,100,800,20,100,3,DEMON,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,1,"If your spells look like horrifying skulls, let's be honest, you should get to draw some cards.",COMMON,CORE,true,0,EX1_302,"Deal 1 damage to a minion. If that kills it, draw a card.",Matt Gaser,Unlocked at Level 43.,SPELL,Mortal Coil,Unlocked at Level 4.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,4,Bane of spellcasters and spelling bees everywhere.,EPIC,GVG,true,,GVG_122,Adjacent minions can't be targeted by spells or Hero Powers.,Jonboy Meyers,,MINION,Wee Spellstopper,,400,1600,100,400,2,,5,AURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALADIN,5,Spoiler alert: Bolvar gets melted and then sits on an ice throne and everyone forgets about him.,LEGENDARY,GVG,true,,GVG_063,"Whenever a friendly minion dies while this is in your hand, gain +1 Attack.",Tooth,,MINION,Bolvar Fordragon,,1600,3200,400,1600,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WARLOCK,6,You probably should avoid siphoning your own soul.  You might create some kind of weird infinite loop.,RARE,EXPERT1,true,0,EX1_309,Destroy a minion. Restore #3 Health to your hero.,Tyler Walpole,,SPELL,Siphon Soul,,100,800,20,100,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE,,,EPIC,HERO_SKINS,true,,HERO_08a,,,,HERO,Medivh,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4,The crowd ALWAYS yells lethal.,EPIC,TGT,true,,AT_121,"Whenever you play a card with <b>Battlecry</b>, gain +1/+1.",Jakub Kasper,,MINION,Crowd Favorite,,400,1600,100,400,4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1,Have you seen the size of the shields in this game??  This is no easy job.,COMMON,EXPERT1,true,,EX1_405,<b>Taunt</b>,Carl Critchlow,,MINION,Shieldbearer,,40,400,5,50,0,,4,TAUNT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
