text,type,cost,rarity,set,id,name,playRequirements/REQ_TARGET_TO_PLAY,durability,attack,playerClass,flavor,collectible,artist,howToEarnGolden,howToEarn,dust/0,dust/1,dust/2,dust/3,mechanics/0,race,health,textInPlay,playRequirements/REQ_MINION_TARGET,mechanics/1,entourage/0,entourage/1,entourage/2,entourage/3,faction,spellDamage,playRequirements/REQ_NUM_MINION_SLOTS,playRequirements/REQ_TARGET_MIN_ATTACK,entourage/4,entourage/5,entourage/6,targetingArrowText,mechanics/2,playRequirements/REQ_FRIENDLY_TARGET,playRequirements/REQ_NONSELF_TARGET,playRequirements/REQ_TARGET_IF_AVAILABLE,overload,playRequirements/REQ_ENEMY_TARGET,playRequirements/REQ_HERO_TARGET,playRequirements/REQ_TARGET_WITH_RACE,playRequirements/REQ_MINIMUM_ENEMY_MINIONS,playRequirements/REQ_DAMAGED_TARGET,playRequirements/REQ_WEAPON_EQUIPPED,playRequirements/REQ_TARGET_FOR_COMBO,playRequirements/REQ_ENEMY_WEAPON_EQUIPPED,playRequirements/REQ_FRIENDLY_MINION_DIED_THIS_GAME,playRequirements/REQ_MUST_TARGET_TAUNTER,entourage/7,entourage/8,entourage/9,entourage/10,entourage/11,entourage/12,entourage/13,entourage/14,entourage/15,entourage/16,entourage/17,entourage/18,entourage/19,entourage/20,entourage/21,entourage/22,entourage/23,entourage/24,entourage/25,entourage/26,entourage/27,entourage/28,entourage/29,entourage/30,entourage/31,entourage/32,entourage/33,entourage/34,entourage/35,entourage/36,entourage/37,entourage/38,entourage/39,entourage/40,entourage/41,entourage/42,entourage/43,entourage/44,entourage/45,entourage/46,entourage/47,entourage/48,entourage/49,entourage/50,entourage/51,entourage/52,entourage/53,entourage/54,entourage/55,entourage/56,entourage/57,entourage/58,entourage/59,playRequirements/REQ_STEADY_SHOT,playRequirements/REQ_MINIMUM_TOTAL_MINIONS,playRequirements/REQ_UNDAMAGED_TARGET,playRequirements/REQ_ENTIRE_ENTOURAGE_NOT_IN_PLAY,playRequirements/REQ_LEGENDARY_TARGET,playRequirements/REQ_TARGET_MAX_ATTACK,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_DRAGON_IN_HAND,playRequirements/REQ_MINION_OR_ENEMY_HERO,playRequirements/REQ_TARGET_IF_AVAILABLE_AND_MINIMUM_FRIENDLY_MINIONS,mechanics/3,playRequirements/REQ_MINION_CAP_IF_TARGET_AVAILABLE
"<b>Hero Power</b>
Swap the Attack and Health of all minions.",HERO_POWER,0,,NAXX,NAX13_02,Polarity Shift,,,,,,,,,,,,,,AI_MUST_PLAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever this minion takes damage, summon a 1/1 Imp.",MINION,3,COMMON,BRM,BRM_006,Imp Gang Boss,,,2,WARLOCK,"His imp gang likes to sneak into Stormwind to spraypaint ""Ragnaros Rulez"" on the Mage Tower.",true,Steve Prescott,Can be crafted after defeating Majordomo Executus in Molten Core.,Unlocked by defeating Majordomo Executus in Molten Core.,,,,,,DEMON,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change the Health of ALL minions to 1.,SPELL,2,RARE,EXPERT1,EX1_619,Equality,,,,PALADIN,We are all special unique snowflakes... with 1 Health.,true,Michal Ivan,,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Deal 1 damage to ALL other characters.,MINION,6,COMMON,CORE,CS2_064,Dread Infernal,,,6,WARLOCK,"""INFERNOOOOOOOOOO!"" - Jaraxxus, Eredar Lord of the Burning Legion",true,Zoltan & Gabor,Unlocked at Level 23.,Unlocked at Level 10.,,,,,BATTLECRY,DEMON,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever this minion takes damage, deal 2 damage to the enemy hero.",MINION,4,COMMON,BRM,BRM_016,Axe Flinger,,,2,WARRIOR,"Once a lowly ""Stick Flinger"", he's been relentless on the path to his ultimate dream: ""Tauren Flinger"".",true,Efrem Palacios,Can be crafted after completing the Warrior Class Challenge in Blackrock Mountain.,Unlocked by completing the Warrior Class Challenge in Blackrock Mountain.,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,0,COMMON,CORE,CS2_tk1,Sheep,,,1,,,,,,,,,,,,BEAST,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Draw a card.,MINION,4,COMMON,CORE,CS2_147,Gnomish Inventor,,,2,,"She's never quite sure what she's making, she just knows it's AWESOME!",true,Court Jones,Unlocked at Priest Level 57.,,,,,,BATTLECRY,,4,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Hero Power</b>
Summon two 2/1 Bone Constructs.",HERO_POWER,2,,BRM,BRMA17_5,Bone Minions,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Deal 6 damage randomly split between all other characters.,MINION,5,RARE,GVG,GVG_090,Madder Bomber,,,5,,"Dang, Bomber, calm down.",true,Alex Horley Orlandelli,,,100,800,20,100,BATTLECRY,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summon two 2/4 Core Hound Pups.,SPELL,3,,TB,BRMC_95h,Core Hound Puppies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Your opponent draws a card.,MINION,3,COMMON,NAXX,FP1_029,Dancing Swords,,,4,,They like to dance to reggae.,true,Jon McConnell,Can be crafted after defeating Instructor Razuvious in the Military Quarter.,Unlocked by defeating Instructor Razuvious in the Military Quarter.,,,,,DEATHRATTLE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give a Minion +1000/+1000,SPELL,0,,CHEAT,XXX_055,1000 Stats,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Windfury, Overload: (1)</b>
50% chance to attack the wrong enemy.",MINION,4,RARE,GVG,GVG_066,Dunemaul Shaman,,,5,SHAMAN,He just closes his eyes and goes for it. Raarararrrarar!,true,José Ladrönn,,,100,800,20,100,FORGETFUL,,4,,,WINDFURY,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Give a random friendly minion +1 Attack.,WEAPON,2,COMMON,GVG,GVG_043,Glaivezooka,,2,2,HUNTER,For the times when a regular bazooka just isn't enough.,true,Gino Whitehall,,,40,400,5,50,BATTLECRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WEAPON,5,COMMON,CORE,CS2_080,Assassin's Blade,,4,3,ROGUE,Guaranteed to have been owned by a real assassin.   Certificate of authenticity included.,true,Brian Huang,Unlocked at Level 32.,Unlocked at Level 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SPELL,0,COMMON,CHEAT,XXX_028,Reveal Hand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attacking a minion costs 1 Attack instead of 1 Durability.,WEAPON,7,EPIC,EXPERT1,EX1_411,Gorehowl,,1,7,WARRIOR,Grommash Hellscream's famous axe.  Somehow this ended up in Prince Malchezaar's possession.  Quite the mystery!,true,Zoltan & Gabor,,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"<b>Battlecry:</b> Give your other minions <b>Windfury</b>, <b>Taunt</b>, or <b>Divine Shield</b>.
<i>(at random)</i>",MINION,4,EPIC,GVG,GVG_107,Enhance-o Mechano,,,3,,His enhancements are gluten free!,true,Zoltan Boros,,,400,1600,100,400,BATTLECRY,MECHANICAL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Give a random friendly minion +3 Health.,MINION,3,COMMON,NAXX,FP1_023,Dark Cultist,,,3,PRIEST,The Cult of the Damned has found it's best not to mention their name when recruiting new cultists.,true,Phroilan Gardner,Can be crafted after completing the Priest Class Challenge in Naxxramas.,Unlocked by completing the Priest Class Challenge in Naxxramas.,,,,,DEATHRATTLE,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Charge</b>. <b>Battlecry:</b> Discard two random cards.,MINION,5,RARE,EXPERT1,EX1_310,Doomguard,,,5,WARLOCK,Summoning a doomguard is risky. <i>Someone</i> is going to die.,true,Lucas Graciano,,,100,800,20,100,BATTLECRY,DEMON,7,,,CHARGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>,MINION,1,COMMON,CORE,CS1_042,Goldshire Footman,,,1,,"If 1/2 minions are all that is defending Goldshire, you would think it would have been overrun years ago.",true,Donato Giancola,Unlocked at Paladin Level 57.,,,,,,TAUNT,,2,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the end of your turn, summon a random friendly minion that died this turn.",MINION,3,,TB,TBST_004,OLDLegit Healer,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Your Hero Power gives this weapon +1 Attack instead of replacing it.,WEAPON,4,EPIC,TGT,AT_034,Poisoned Blade,,3,1,ROGUE,How much more poisoned can a blade get?  The answer is a lot.  A lot more poisoned.,true,Nutthapon Petchthai,,,400,1600,100,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Summon 3 Aberrations.,SPELL,2,,BRM,BRMA15_3,Release the Aberrations!,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+2/+2.,ENCHANTMENT,,,TGT,AT_117e,Ceremony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Has +2 Attack while you have a Mech.,MINION,1,COMMON,GVG,GVG_013,Cogmaster,,,1,,"After a while, you don't see the cogs and sprockets. All you see is a robot, a spider tank, a deathray...",true,Trent Kaniuga,,,40,400,5,50,AURA,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $5 damage to a minion. Summon a Spore.,SPELL,4,,NAXX,NAX6_03,Deathbloom,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Choose One</b> - Restore a Mech to full Health; or Give a Designer <b>Windfury.</b>,MINION,3,LEGENDARY,CREDITS,CRED_20,Brian Birmingham,,,4,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Enrage:</b> Your weapon has +2 Attack.,MINION,5,COMMON,EXPERT1,CS2_221,Spiteful Smith,,,4,,"She'll craft you a sword, but you'll need to bring her 5 Steel Ingots, 3 Motes of Earth, and the scalp of her last customer.",true,Justin Sweet,,,40,400,5,50,ENRAGED,,6,Summoning,,,,,,,HORDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+1/+1.,ENCHANTMENT,,,NAXX,NAX9_07e,Mark of the Horsemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Choose One</b> - Give your minions +1/+1; or Summon a 3/2 Panther.,SPELL,2,COMMON,EXPERT1,EX1_160,Power of the Wild,,,,DRUID,"Never look a panther in the eye.  Or is it 'Always look a panther in the eye'?  Well, it's one of those.",true,Steve Tappin,,,40,400,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Deal 6 damage.,MINION,3,,TB,BRMC_91,Son of the Flame,,,6,,,,,,,,,,,BATTLECRY,,3,,,,,,,,,,,,,,,Deal 6 damage.,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Stealth</b>,MINION,5,COMMON,EXPERT1,EX1_028,Stranglethorn Tiger,,,5,,The wonderful thing about tigers is tigers are wonderful things!,true,Alex Horley Orlandelli,,,40,400,5,50,STEALTH,BEAST,5,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Give both players the power to ROCK! (with a Power Chord card),MINION,5,LEGENDARY,PROMO,PRO_001,Elite Tauren Chieftain,,,5,,"He's looking for a drummer.  The current candidates are: Novice Engineer, Sen'jin Shieldmasta', and Ragnaros the Firelord.",true,Samwise Didier,Awarded at BlizzCon 2013.,,,,,,BATTLECRY,,5,,,,PRO_001a,PRO_001b,PRO_001c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Whenever another friendly Murloc dies, draw a card. <b>Overload</b>: (1)",MINION,4,EPIC,GVG,GVG_040,Siltfin Spiritwalker,,,2,SHAMAN,"The elements respond to anyone who calls them for a worthy cause, even if you call them by yelling, ""MRGHRGLGLGL!""",true,Clint Langley,,,400,1600,100,400,,MURLOC,5,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,BRM,BRMA06_3H,Ragnaros the Firelord,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $2 damage to an undamaged minion.,SPELL,0,FREE,CORE,CS2_072,Backstab,0,,,ROGUE,"It's funny how often yelling ""Look over there!"" gets your opponent to turn around.",true,Michael Sutfin,Unlocked at Level 36.,Unlocked at Level 1.,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,
Increased Attack.,ENCHANTMENT,,,NAXX,NAX12_03e,Extra Teeth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Restore 2 Health.,MINION,1,FREE,CORE,EX1_011,Voodoo Doctor,,,2,,Voodoo is an oft-misunderstood art. But it <i>is</i> art.,true,Karl Richardson,Unlocked at Rogue Level 55.,,,,,,BATTLECRY,,1,,,,,,,,HORDE,,,,,,,Restore 2 Health.,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Draw 2 cards.,SPELL,3,FREE,CORE,CS2_023,Arcane Intellect,,,,MAGE,Playing this card makes you SMARTER.  And let's face it: we could all stand to be a little smarter.,true,Dave Berggren,Unlocked at Level 15.,Unlocked at Level 1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,NAXX,NAX15_01H,Kel'Thuzad,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Destroy a minion. Gain 10 Armor.,SPELL,1,,BRM,BRMA08_3,Drakkisath's Command,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This minion's Attack has been doubled.,ENCHANTMENT,,,EXPERT1,EX1_355e,Blessed Champion,,,,PALADIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Charge</b>,MINION,2,COMMON,CORE,CS2_173,Bluegill Warrior,,,2,,He just wants a hug.   A sloppy... slimy... hug.,true,Jakub Kasper,Unlocked at Paladin Level 53.,,,,,,CHARGE,MURLOC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costs (0).,ENCHANTMENT,,,TGT,AT_027e,Master Summoner,,,,WARLOCK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,,EXPERT1,EX1_158t,Treant,,,2,DRUID,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All spells cost (3) less.,MINION,3,LEGENDARY,BRM,BRMA14_7H,Electron,,,6,,,,,,,,,,,,MECHANICAL,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,1,,BRM,BRMA09_2t,Whelp,,,1,,,,,,,,,,,,DRAGON,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Taunt</b>,ENCHANTMENT,,,TGT,AT_069e,Training Complete,,,,WARRIOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,HERO,,,BRM,BRMA17_3,Onyxia,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fill your board with 2/2 Whelps.,SPELL,8,,TB,BRMC_83,Open the Gates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Destroy the minions on either side of this minion and gain their Attack and Health.,MINION,3,RARE,EXPERT1,EX1_304,Void Terror,,,3,WARLOCK,"If you put this into your deck, you WILL lose the trust of your other minions.",true,Alexander Alexandrov,,,100,800,20,100,BATTLECRY,DEMON,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Destroy all other minions and discard your hand.,MINION,10,LEGENDARY,EXPERT1,NEW1_030,Deathwing,,,12,,"Once a noble dragon known as Neltharion, Deathwing lost his mind and shattered Azeroth before finally being defeated.  Daddy issues?",true,Bernie Kang,,,1600,3200,400,1600,BATTLECRY,DRAGON,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deal $2 damage to all enemies. Restore #2 Health to all friendly characters.,SPELL,5,COMMON,CORE,CS1_112,Holy Nova,,,,PRIEST,"If the Holy Light forsakes you, good luck casting this spell.  Also, you're probably a jerk.",true,Luca Zontini,Unlocked at Level 45.,Unlocked at Level 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Red Sparkles!,ENCHANTMENT,,,CHEAT,XXX_058e,Weapon Nerf Enchant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Restore #3 Health. If the target is still damaged, summon a Lightwarden.",SPELL,1,RARE,GVG,GVG_012,Light of the Naaru,0,,,PRIEST,"""Light it up!"" - Command given to both Lightwardens and Goblins holding Flamecannons.",true,Jesper Ejsing,,,100,800,20,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Deathrattle:</b> Give each player a <b>Spare Part.</b>,MINION,4,COMMON,GVG,GVG_078,Mechanical Yeti,,,4,,The yetis of Chillwind Point are a source of both inspiration and savage beatings.,true,Chris Seaman,,,40,400,5,50,DEATHRATTLE,MECHANICAL,5,,,,PART_001,PART_003,PART_006,PART_007,,,,,PART_004,PART_005,PART_002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Add a random Paladin card to your hand.,MINION,6,EPIC,TGT,AT_118,Grand Crusader,,,5,,"A veteran of a number of crusades, she is a force for light and goodness.  Her latest crusade is against goblin telemarketers.",true,Todd Lockwood,,,400,1600,100,400,BATTLECRY,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battlecry: Someone remembers to publish this card.,MINION,9,EPIC,NONE,PlaceholderCard,Placeholder Card,,,6,MAGE,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
<b>Battlecry:</b> Summon a 2/2 Squire.,MINION,5,COMMON,EXPERT1,CS2_151,Silver Hand Knight,,,4,,It's good to be a knight.   Less so to be one's squire.,true,Matt Starbuck,,,40,400,5,50,BATTLECRY,,4,,,,,,,,ALLIANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cards you play this turn don't cause <b>Overload</b>.,ENCHANTMENT,,,BRM,BRM_011t,Lava Shock,,,,SHAMAN,,,,,,,,,,TAG_ONE_TURN_EFFECT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Going second makes your first minion stronger.,ENCHANTMENT,,,CORE,GAME_003e,Coin's Vengence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MINION,7,COMMON,CORE,CS2_201,Core Hound,,,9,,You don’t tame a Core Hound. You just train it to eat someone else before it eats you.,true,E.M. Gist,Unlocked at Hunter Level 51.,,,,,,,BEAST,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Increased Attack.,ENCHANTMENT,,,TGT,AT_049e,Power of the Bluff,,,,SHAMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
